19927,Iron Man (1998) #52,52,40306,30,, | Iron Man, | editor:Tom Brevoort | editor:Jeff Youngquist | letterer:Chris Eliopoulos | writer:Mike Grell | inker:Sean Parsons | colorist:Arsia Rozegar | colorist:Angelo Tsang | penciler:Michael Ryan,, | onsaleDate:2002-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,3

