17966,X-Force (1991) #120,120,55764,21,, | Doop | Orphan | U-Go Girl | Vivisector | Wolverine | X-Force | X-Men, | letterer:Blambot | colorist:Laura Allred | penciler:Mike Allred | editor:Axel Alonso | writer:Peter Milligan,, | onsaleDate:2001-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-05-19T00:00:00-0400, | printPrice:0 ,2001,9

