23148,Guardians of the Galaxy (2008) #9,9,28494,59,Blastaar attacks the Negative Zone Prison while Star-Lord is trapped inside! Will Rocket Raccoon and his new Guardians arrive in time to save their leader? , | Guardians of the Galaxy, | writer:Dan Abnett | writer:Andy Lanning | letterer:Joe Caramagna | other:Chris Eliopoulos | colorist:Impacto - Bruno Hang | colorist:Michael Kelleher | colorist:Clint Langley | colorist:Wil Quintana | penciller:Carlos Magno | penciller:Brad Walker | inker:Victor Olazaba | inker:Jack Purcell | inker:Rodney Ramos, | War of Kings, | onsaleDate:2009-01-21T00:00:00-0500 | focDate:2008-12-18T00:00:00-0500 | unlimitedDate:2009-07-08T00:00:00-0400 | digitalPurchaseDate:2011-09-13T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,1

