35507,Amazing Spider-Man (1999) #675,675,54652,20,"The Vulture is back and making kids do his high flying dirty work for him. With Spidey back on the cops' bad side will he be able to stop this avian menace from twisting young runaways before another boy falls from the sky?    ", | Spider-Man, | artist:Giuseppe Camuncoli | artist:Frank D'Armata | artist:Klaus Janson | letterer:Joe Caramagna | writer:Dan Slott,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-14T00:00:00-0500 | unlimitedDate:2012-08-14T00:00:00-0400 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
