30259,X-23 (2010) #2,2,35280,52,"X-23 has never been a normal teenager, but with a demonic Wolverine on the loose, her dreams of becoming that normal teen seem less possible than ever. When the images this imposter Wolverine has been filling her head with become real, who can she turn to? ", | X-23 | X-Men," | inker:Will Conrad | writer:THE KNIGHT AGENCY, INC. | artist:DANNI LUO | colorist:John Rauch",, | onsaleDate:2010-10-20T00:00:00-0400 | focDate:2010-10-09T00:00:00-0400 | unlimitedDate:2011-10-19T00:00:00-0400 | digitalPurchaseDate:2012-02-28T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,10
 
