15800,X-Men (2004) #200,200,5829,235,"The X-Men face meltdown from within and from without... and their leader, Rogue, faces something worse.  Meanwhile a mysterious strike force is taking out the few remaining mutants one by one, with ruthless efficiency.  But who is the ultimate target?  This special double-sized anniversary issue features a plethora of mutant guest stars, the return of several fan-favorites, and a devastating face-off against the deadliest villain team in the X-Men's forty-four year history! ", | Archangel | Banshee | Beast | Bishop | Cable | Cannonball | Colossus | Cyclops | Emma Frost | Gambit | Havok | Iceman | Jean Grey | Jubilee | Juggernaut | Magneto | Mystique | Nightcrawler | Professor X | Prowler, | penciller (cover):Chris Bachalo | writer:Mike Carey | inker:Carlos Alberto cruz Cuevas | colorist:Edgar Delgado | letterer:Cory Petit | penciller:Humberto Ramos, | Messiah CompleX, | onsaleDate:2007-06-27T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-05-07T00:00:00-0400 | digitalPurchaseDate:2010-06-22T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2007,7

