30592,Ultimate Comics Avengers 2 (2010) #5,5,46886,29,"CRIME AND PUNISHMENT PART 5 The Avengers have hell to pay as they fight on against the Ghost Rider. With vice-president Blackthorne next on Ghost Rider's list, the Avengers get ready to save some souls! ",, | writer:Mark Millar | penciller:Leinil Francis Yu,, | onsaleDate:2010-07-21T00:00:00-0400 | focDate:2010-07-01T00:00:00-0400 | unlimitedDate:2011-06-10T00:00:00-0400 | digitalPurchaseDate:2012-04-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,7
 
