36956,Amazing Spider-Man Annual (2011) #38,38,42040,36,"""IDENTITY WARS,"" A THREE-PART ANNUAL EVENT STARTS HERE!  In a perfect world, what could possibly go wrong?  An exciting new story by Eisner Award Winning writers JOHN LAYMAN (Chew) and LEE GARBETT (Batgirl).  Peter Parker thinks life couldn't get any better-until an explosion at Horizon Labs plummets him (along with Deadpool and Hulk) into another dimension where The Amazing-Spider is the world's most powerful and beloved hero and Peter Parker is a billionaire mogul playboy (with surprises in his supporting cast). Will Peter discover the price for perfection? And what dreams come true does this dimension hold for Deadpool and Hulk?  Find out as the story continues in their respective Annuals in May and June. ", | Spider-Man, | penciller:Lee Garbett | writer:John Layman | penciller (cover):Steve McNiven | editor:Stephen Wacker,, | onsaleDate:2011-04-06T00:00:00-0400 | focDate:2011-03-23T00:00:00-0400 | unlimitedDate:2012-03-05T00:00:00-0500, | printPrice:3.99,2011,4
 
