40211,Deadpool (2008) #48,48,25458,73,"Deadpool: a terrorist?! That's how Captain America sees it, but Cap doesn't know there are currently two Deadpools in NYC, one who's totally evil and one...well, one who's not quite as bad. ", | Deadpool, | artist:Guru-eFX | artist:Nick Bradshaw | artist:Salvador Espin | artist:Frank Martin | letterer:Joe Sabino | writer:Daniel Way,, | onsaleDate:2011-12-28T00:00:00-0500 | focDate:2011-12-14T00:00:00-0500 | unlimitedDate:2012-07-04T00:00:00-0400 | digitalPurchaseDate:2011-12-28T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
