49129,Ultimate FF (2014) #1,1,23316,100,"- The Future Foundation is all that stands between us and COMPLETE AND UTTER DOOM. - Sue Storm, Tony Stark, Machine Man and Sam Wilson face the ONCOMING DESTRUCTION. - A mysterious new member will join their ranks, whether they like it or not. Hint: They will not. ",, | writer:Joshua Hale Fialkov | penciller (cover):Mike McKone,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
