50500,Nightcrawler (2014) #4,4,27990,104,"The mastermind behind the attacks on Nightcrawler&#39;s loved ones is revealed&hellip; And when Nightcrawler calls upon his friends for backup, the fight comes to the Jean Grey School! But torn between two worlds&mdash;his family and the X-Men&mdash;who will Nightcrawler stand by? One thing&#39;s for sure: When the dust settles, one of his worlds will be changed forever&hellip;",, | writer:Chris Claremont | penciller (cover):Jamie McKelvie | artist:Todd Nauck,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
