19911,Iron Man (1998) #38,38,41844,32,, | Iron Man | Radioactive Man | Whiplash (Mark Scarlotti), | letterer:Comicraft | penciler:Kaare Andrews | penciler:Alitha Martinez | editor:Bobbie Chase | editor:Brian Smith | colorist:Steve Oliff | writer:Frank Tieri,, | onsaleDate:2001-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,1

