21726,Ms. Marvel (2006) #30,30,40029,58,"Ms. Marvel discovers the Skrulls' dark secret hidden away within Riker's Island. And is there something even worse than the armies already rampaging across the Earth? ", | Captain Marvel (Carol Danvers), | inker:Mariah Benes | inker:PAULO SIQUEIRA | colorist:Greg Horn | colorist:Chris Sotomayor | penciller:Adriana Melo | writer:Brian Reed | letterer:Dave Sharpe, | Secret Invasion, | onsaleDate:2008-09-10T00:00:00-0400 | focDate:2008-08-21T00:00:00-0400 | unlimitedDate:2009-12-22T00:00:00-0500 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,9
 
