32748,Young Allies (2010) #1,1,20858,97,"THE HEROIC AGE IS HERE! The patriotic girl without a world in need of a home. The insecure newbie striving to be a better super hero. The illegal immigrant with a tortured past and a dream. The disillusioned Midwesterner desperate for direction. The veteran team player given a second lease on life. Five heroes against tyranny in all its forms. Five students pushing to make the grade. Five friends together on the road to adulthood. They are NOMAD, ARAà'A, TORO, GRAVITY and FIRESTAR--the YOUNG ALLIES! But even their combined might may not be enough to take on a new team of teen terrors!",, | penciler:David Baldeon | penciler:David Lafuente | writer:Sean McKeever,, | onsaleDate:2010-06-09T00:00:00-0400 | focDate:2010-05-20T00:00:00-0400 | unlimitedDate:2011-02-03T18:09:41-0500 | digitalPurchaseDate:2010-06-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,6
 
