37875,Avengers: Earth's Mightiest Heroes (2010) #2,2,6540,241,"Can Tony Stark's Iron Man armor hold up to the unstoppable fury of Crimson Dynamo? And what's a tiny guy like Ant-Man going to do when Mad Thinker and his Awesome Android come a-crushing? Find out here! ",,,, | onsaleDate:2010-12-02T00:00:00-0500 | focDate:2010-11-19T00:00:00-0500 | unlimitedDate:2011-11-15T00:00:00-0500 | digitalPurchaseDate:2011-01-14T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,12
 
