20064,Elektra (2001) #20,20,29589,59,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Joe Quesada | penciler:Greg Horn | penciler:Carlos Meglia | writer:Greg Rucka | letterer:Richard Starkings,, | onsaleDate:2003-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-03-29T00:00:00-0400, | printPrice:0 ,2003,1

