784,Captain America & the Falcon (2004) #7,7,28885,90,"""AVENGERS DISASSEMBLED"" PART 3 (OF 4) ,2004,9
<br>Cap struggles to come to terms with his newfound feelings for the Scarlet Witch even as horrors from his past nearly consume him, and continues to defy Washington's demand that he surrender the so-called ""Anti-Cap,"" t",, | penciller (cover):Joe Bennett | colorist:Transparency Digital | inker:Jack Jadson | writer:Christopher Priest | letterer:Dave Sharpe,, | onsaleDate:2004-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-03-17T00:00:00-0400 | digitalPurchaseDate:2011-02-08T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
