50535,Deadly Hands of Kung Fu (2014) #3,3,10221,220,"SHANG-CHI versus THE WHITE DRAGON! Misty Knight and Colleen Wing discover the danger is greater than any of them had feared! Deadly secrets revealed! Kung Fu action unleashed!",, | writer:Mike Benson | artist:Tan Eng Huat | penciller (cover):Dave Johnson,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
