23521,X-Men: Search for Cyclops (2000) #3,3,49445,26,, | Cable | Caliban | Jean Grey | X-Men, | letterer:HiFi Colour | letterer:Jon Babcock | colorist:J. C. | editor:Pete Franco | editor:Mark Powers | inker:Scott Hanna | writer:Joseph Harris | penciler:Tom Raney,, | onsaleDate:2001-02-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-02-03T00:00:00-0500 | digitalPurchaseDate:2014-03-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2001,10

