51113,S.H.I.E.L.D. (2014) #1,1,94503,3,"High-tech weapons. High-stakes missions. High-octane adventure! For the men and women of S.H.I.E.L.D., it's just another day in the field! Special Agent Phil Coulson brings together the best and the brightest, the gifted and the elite, normal people and superhumans from across the Marvel Universe on an as-needed basis to confront, combat and curtail dangers beyond the scope of any conventional peace-keeping force! Writer Mark Waid (DAREDEVIL) and a rotating crew of mission-specific top flight Marvel artists make you one promise: Every issue: Twenty pages. One mission. Unlimited budget. Unlimited imagination. Six periods. And a helper monkey. Welcome to Level Eight. Welcome to S.H.I.E.L.D. ",, | penciller:Carlos Pacheco | penciller (cover):Julian Totino Tedesco | writer:Mark Waid,, | onsaleDate:2014-12-31T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-06-29T00:00:00-0400 | digitalPurchaseDate:2014-12-31T00:00:00-0500, | printPrice:4.99 | digitalPurchasePrice:4.99
 
