49501,New Warriors (2014) #3,3,23105,101,"THE KIDS ARE ALL FIGHT! - The all-new NOVA has tea with the High Evolutionary as a world-wide genocide approaches. - Why does the High Evolutionary want to kill anything that's not human? Is he a hero or villain? The answers are here! - PLUS! As the New Warriors gather in New York, a captured SCARLET SPIDER meets Nova, and one of them REALLY annoys the other. Guess. ",, | penciller (cover):Ramon Perez | artist:Marcus To | writer:Christopher Yost,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
