30663,X-Factor (2005) #208,208,30095,59,"What's the single most-asked question we've been getting at X-Factor Central? Will Wolfsbane, cut adrift from X-Force, return to X-Factor? The answer is a resounding ""yes."" But how is she going to react when she discovers that Rictor and Shatterstar are a couple? Not all that well as Shatterstar finds himself in the fight of his life. And how will Rictor react when he discovers that Rahne is pregnant? What, you want us to tell you everything? We have to leave SOMEthing for you to discover for yourself in what is sure to be the most-talked about X-book of the Rated T  ...$2.99", | X-Men, | colorist:Jeromy Cox | colorist:Edgar Delgado | letterer:Chris Eliopoulos | penciller:Sebastian Fiumara | inker:David Yardin,, | onsaleDate:2010-08-25T00:00:00-0400 | focDate:2010-08-05T00:00:00-0400 | unlimitedDate:2011-07-20T00:00:00-0400 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,8

