24410,Amazing Spider-Man (1999) #603,603,70976,21,"The Chameleon is poised to unleash unspeakable horror on New York City and Spider-Man is nowhere to be found, so the only person who can stop him is...Mary Jane Watson?! ", | Chameleon | Harry Osborn | Mary Jane Watson | Mary Jane Watson (House of M) | Spider-Man, | penciller:Robert Atkins | letterer:Joe Caramagna | colorist:Jeromy Cox | inker:Victor Olazaba | penciller (cover):Stephan Roux | writer:Fred Van Lente | editor:Stephen Wacker,, | onsaleDate:2009-08-19T00:00:00-0400 | focDate:2009-07-30T00:00:00-0400 | unlimitedDate:2011-03-07T00:00:00-0500 | digitalPurchaseDate:2011-01-25T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,8
 
