27200,Wolverine Origins (2006) #42,42,37886,48,"SEVEN THE HARD WAY PART 2 Wolverine's extremely unconventional plan to take down Romulus takes yet another twist, as he now finds himself plotting a prison break. And who is it he's planning to spring? Would you believe...Ruby Thursday?! ", | Iron Man | Wolverine, | penciller:Doug Braithwaite | letterer:Cory Petit | inker:Bill Reinhold | colorist:Andy Troy | writer:Daniel Way,, | onsaleDate:2009-11-18T00:00:00-0500 | focDate:2009-10-29T00:00:00-0400 | unlimitedDate:2011-04-06T00:00:00-0400 | digitalPurchaseDate:2011-11-29T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,11
 
