15855,Mighty Avengers (2007) #4,4,107730,8,Ultron has taken over the world!! The Black Widow has taken over S.H.I.E.L.D.! The Sentry's life is changed FOREVER! And the rest of the Avengers are faced with the power of the new Iron Man unleashed!!, | Ares | Avengers | Ben Urich | Black Widow | Captain Marvel (Carol Danvers) | Edwin Jarvis | Hank Pym | Iron Man | J. Jonah Jameson | Kat Farrell | Sentry (Robert Reynolds) | Ultron | Wasp | Wonder Man, | writer:Brian Michael Bendis | penciller (cover):Frank Cho | colorist:Jason Keith | letterer:Dave Lanphear, | Initiative, | onsaleDate:2007-07-25T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-08-14T00:00:00-0400 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2007,7

