17627,Mighty Avengers (2007) #8,8,84391,15,"It's the Mighty Avengers versus the New Avengers who have been overtaken by a symbiote virus. So, yeah, it's Avengers versus Avengers symbiotes!! Janet gets new powers!! And the Mighty Avengers declare war on a foreign country!! ", | Ares | Avengers | Black Widow | Captain Marvel (Carol Danvers) | Doctor Strange | Echo | Hank Pym | Iron Fist (Danny Rand) | Iron Man | Luke Cage | Maria Hill | Scarlet Spider (Ben Reilly) | Sentry (Robert Reynolds) | Spider-Man | Spider-Woman (Jessica Drew) | Wasp | Wolverine | Wonder Man, | penciller (cover):Mark Bagley | writer:Brian Michael Bendis | letterer:Dave Lanphear | inker:Danny K. Miki | colorist:Justin Ponsor,, | onsaleDate:2008-01-30T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-10-27T00:00:00-0400 | digitalPurchaseDate:2010-07-27T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2008,1

