30177,Secret Warriors (2008) #16,16,29340,69,"WAKE THE BEAST CONCLUSION Leviathan and Hydra go to war. A betrayal from deep within Fury's organization. More clues to the Zodiac event. And the final fate of the man called Kraken. ", | Hydra | Secret Warriors, | penciller:Gianluca Gugliotta | penciller:Mike Perkins | writer:Jonathan Hickman,, | onsaleDate:2010-05-26T00:00:00-0400 | focDate:2010-05-06T00:00:00-0400 | unlimitedDate:2011-01-11T00:00:00-0500 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,5
 
