32973,The Thanos Imperative (2010) #2,2,31888,58,"A rival universe where life is the ultimate curse is gouging into our own! Even the great abstract figures of creation like Oblivion and Eternity have taken up arms! What possible significance can Star-Lord and his band of misfit heroes hope to have? ",, | writer:Dan Abnett | writer:Andy Lanning | artist:Aleksi Briclot | letterer:Chris Eliopoulos | colorist:Jay David Ramos | penciller:Miguel Angel Sepulveda, | The Thanos Imperative, | onsaleDate:2010-07-14T00:00:00-0400 | focDate:2010-06-24T00:00:00-0400 | unlimitedDate:2011-05-19T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,7
 
