20065,Elektra (2001) #21,21,26627,81,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Joe Quesada | penciler:Greg Horn | penciler:Carlos Meglia | penciler:Carlo Pagualyan | writer:Greg Rucka | letterer:Richard Starkings | colorist:Avalon Studios,, | onsaleDate:2003-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-04-05T00:00:00-0400, | printPrice:0 ,2003,4

