15569,Fantastic Four (1998) #48,48,52165,20,, | Fantastic Four | Human Torch | Invisible Woman, | colorist:Liquid | colorist:Liquid Graphics | editor:Tom Brevoort | editor:Bobbie Chase | editor:Andrew Lis | editor:Marc Sumerak | letterer:Albert Deschesne | letterer:Richard Starkings | penciller:Jeff Johnson | writer:Jeph Loeb | writer:Rafael Marin | inker:Jesus Merino | inker:Joe Weems | penciller (cover):Carlos Pacheco,, | onsaleDate:2001-12-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-08-12T11:07:24-0400, | printPrice:0 ,2001,10

