24186,Deadpool (2008) #10,10,51113,23,"BULLSEYE PART 1 Norman Osborn is through playing around with Deadpool-it's time to send in the big guns. The big, crazy guns that never, ever miss. He may be wearing a new costume, but he's still the same ol' psychopath... ", | Deadpool, | other:Chris Eliopoulos | colorist:Marte Gracia | penciller:Paco Medina | penciller:Jason Pearson | letterer:Cory Petit | inker:Juan Vlasco | writer:Daniel Way, | Dark Reign, | onsaleDate:2009-05-06T00:00:00-0400 | focDate:2009-04-16T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,5
 
