27347,X-Men Legacy (2008) #230,230,49776,30,"It's Rogue and Trance vs. Emplate -- a villain who has single-handedly taken down teams of X-Men A-Listers. Do they stand a chance? ", | X-Men, | penciller:Daniel Acuna | penciller:Steve Dillon | writer:Mike Carey | writer:DUANE SWIERCZYSNKI,, | onsaleDate:2009-12-16T00:00:00-0500 | focDate:2009-11-23T00:00:00-0500 | unlimitedDate:2012-12-04T00:00:00-0500 | digitalPurchaseDate:2012-06-26T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,12
 
