47818,Inhuman (2014) #9,9,25962,97,"AXIS TIE-IN! Medusa's inversion in AXIS makes her a very different ruler of Attilan! What is the Ennilux Corporation? ",, | writer:Charles Soule | penciller (cover):Ryan Stegman, | Axis, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-03T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
