21030,Cable (2008) #2,2,59865,29,"WAR BABY PART 2 Lucas Bishop has returned to eliminate the Mutant Messiah. Following Cable and the baby through the time stream, Bishop will stop at nothing until his twisted mission is complete. Even if that means taking Cable out as well! ", | Bishop | Cable | Hope Summers, | editor:Axel Alonso | letterer:Joe Caramagna | penciller (cover):Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-04-02T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-03-04T00:00:00-0500 | digitalPurchaseDate:2010-11-09T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,4
 
