48618,Deadpool (2012) #30,30,54072,24,"- Deadpool has recruited some GROOVY help in fighting vampires! - Meanwhile: the secrets of Wade's past that Preston learned lead her to a surprise! 32 PGS./Parental Advisory ...$3.99 ",, | penciller (cover):Mark Brooks | writer:Gerry Duggan | writer:Brian Posehn | artist:John Lucas, | Original Sin, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-28T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:3.99
 
