15626,Daredevil (1998) #25,25,55506,22,, | Daredevil | Spider-Man, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | colorist:Chris Chuckry | writer:Bob Gale | inker:James Hodgkins | penciller (cover):David Mack | letterer:Richard Starkings | penciller:Phil Winslade,, | onsaleDate:2001-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,9

