20070,Elektra (2001) #26,26,24502,87,, | Elektra, | editor:Axel Alonso | editor:John Miesegaes | penciler:Sean Chen | penciler:Rodolfo Migliari | inker:Sandu Florea | colorist:Ian Hannin | writer:Rob Rodi | letterer:Dave Sharpe,, | onsaleDate:2003-10-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-05-10T00:00:00-0400, | printPrice:0 ,2003,8

