14294,X-Men (1991) #110,110,100964,1,, | Colossus | Magneto | Storm | Wolverine | X-Men, | penciller (cover):Ian Churchill | editor:Pete Franco | editor:Mark Powers | colorist:Liquid Graphics | inker:Mark Morales | writer:Joe Quesada | letterer:Richard Starkings | letterer:Saida Temofonte | penciller:Leinil Francis Yu,, | onsaleDate:2001-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-04-07T00:00:00-0400, | printPrice:0 ,2001,1

