36343,Incognito: Bad Influences (2010) #2,2,16368,116,"What if you were a bad guy gone good, struggling with the new world around you? And what if your new bosses forced you to go right into the corrupt and gritty world you just clawed your way out of? Tempations and old enemies collide in the second issue of the smash hit INCOGNITO sequel And featuring the popular back pages features Brubaker and Phillips work has become known for, with another essay from Jess Nevins, the professor of Pulp history. Only found in the printed single issues! Mature Content/No Ads...$3.50",,,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-11-19T00:00:00-0500, | printPrice:3.5 ,2010,12

