4878,Exiles (2001) #20,20,39475,41,"LEGACY PART ONE In order to save a world overrun by the Legacy Virus, what (or whom) will the Exiles sacrifice? ", | Exiles,,, | onsaleDate:2003-02-05T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-11-13T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99,2002,12
 
