30260,X-23 (2010) #3,3,31224,56,"Cast adrift, and hunted by those she once considered friends, X-23 is forced to confront the Devil himself to save her soul. If she even has a soul... ", | X-23 | X-Men, | penciller:Will Conrad | writer:Marjorie Liu | artist:DANNI LUO,, | onsaleDate:2010-11-17T00:00:00-0500 | focDate:2010-11-06T00:00:00-0400 | unlimitedDate:2011-11-30T00:00:00-0500 | digitalPurchaseDate:2012-02-28T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,11
 
