49050,Elektra (2014) #4,4,19125,152,"After escaping the ruins of Shicheng, Elektra corners the elusive Cape Crow at the edge of the world where she must finally decide his fate. Will the deadliest assassin in the Marvel Universe defeat Cape Crow and collect the biggest bounty of her career, or help the hardened killer and his son escape the psychotic assassin Bloody Lips?",, | writer:Haden Blackman | penciller (cover):Michael Del Mundo,, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-07-02T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
