41056,Journey Into Mystery (2011) #626,626,31549,53,"FEAR ITSELF TIE-IN Loki has assembled his team for his secret mission in the shadow of FEAR ITSELF. Now, he just needs his equipment. Is there anyone Loki won't turn to get the power he needs?  ", | Loki | Odin, | editor:Charlie Beckerman | penciller:Doug Braithwaite | writer:Kieron Gillen | artist:Stephanie Hans, | Fear Itself, | onsaleDate:2011-08-17T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-04-08T00:00:00-0400 | digitalPurchaseDate:2012-05-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
