51160,Death of Wolverine: The Weapon X Program (2014) #4,4,27979,88,"As pieces of the Weapon X team start to come together, who is in charge of the overall program...and what does she stand to gain from experimenting on mutants? One team member isn't what they appear to be...and one is more than they seem. But how do both members tie into something more sinister than they could possibly imagine? ",,,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
