20067,Elektra (2001) #23,23,27211,77,, | Elektra, | editor:Axel Alonso | editor:Andrew Lis | editor:John Miesegaes | penciler:Sean Chen | penciler:Bill Sienkiewicz | colorist:Ian Hannin | inker:Tom Palmer | writer:Rob Rodi | letterer:Paul Tutrone,, | onsaleDate:2003-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-04-19T00:00:00-0400, | printPrice:0 ,2003,5

