24173,Runaways (2008) #10,10,17523,116,"When Runaway Molly Hayes responds to the X-Men's psychic invitation welcoming all mutants to a new home in San Francisco, she declares it ""Moll-ifest Destiny"" and heads to the Headlands to investigate! But when she finds herself back-to-back with Wolverine, cornered by a villain with a vendetta, she might find being an X-Man isn't just secret clubhouses and cool-looking costumes... Rated T  ...$3.99", | Anole | Beast | Chase Stein | Colossus | Cyclops | Dust | Emma Frost | Hellion | Karolina Dean  | Loa | Mercury | Molly Hayes | Nico Minoru | Old Lace | Pixie | Rockslide | Runaways | Stepford Cuckoos | Storm | Surge, | writer:James Asmus | writer:Chris Yost | letterer:Joe Caramagna | other:Chris Eliopoulos | penciller:David Lafuente Garcia | penciller:Nick Lowe | penciller:Sara Pichelli | colorist:Christina Strain,, | onsaleDate:2009-05-28T00:00:00-0400 | focDate:2009-05-07T00:00:00-0400 | unlimitedDate:2010-10-11T00:00:00-0400 | digitalPurchaseDate:2012-12-11T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,5

