14456,Incredible Hulk (1999) #56,56,68651,8,,,,, | onsaleDate:2003-08-15T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-04-25T00:00:00-0400, | printPrice:0 ,2003,6

