16168,World War Hulk (2007) #3,3,5002,252,"The Hulk has never been angrier or stronger or more certain of the vengeance he seeks against Mr. Fantastic, Iron Man, Dr. Strange, and Black Bolt, the four so-called ""heroes"" who exiled him into space. But can he survive a merciless assault by one of his oldest and most implacable opponents? What defense can he muster when Dr. Strange unleashes the full power of the Sorcerer Supreme? And who will survive when the Hulk's best friend on Earth clashes with the Hulk's first ally from Sakaar?", | Hulk, | letterer:Chris Eliopoulos | penciller (cover):David Finch | inker:Klaus Janson | writer:Greg Pak | penciller:John Romita JR. | colorist:Christina Strain, | World War Hulk, | onsaleDate:2007-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-07-04T00:00:00-0400 | digitalPurchaseDate:2009-11-09T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2007,8

