20801,Marvel Adventures the Avengers (2006) #15,15,6949,216,,,,, | onsaleDate:2007-10-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-07-01T00:00:00-0400, | printPrice:0,2007,8
 21869,Marvel Adventures the Avengers (2006) #15,15,6949,216,"Sound your horn, Heimdall! Villains march across Bifrost Bridge, to challenge the forces of Odin! But wait... who are these mortals that count themselves as friends of Thor? Avengers? Then bid them to unleash their vengeance lest we face Ragnarok!
<br>
<br>32 PGS./All Ages ...$2.99 
<br>",, | penciller:Leonard Kirk | inker:Terry Pallot | writer:Jeff Parker | letterer:Dave Sharpe | colorist:Val Staples,, | onsaleDate:2007-08-22T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:2.99
 
