24416,Amazing Spider-Man (1999) #609,609,61139,16,"WHO WAS BEN REILLY? PART 2 As Raptor tightens the noose on Peter and those he loves, the turbulent days of the Clone Saga comes back to haunt Peter Parker! Can Spider-Man ensure his future while battling his past? ", | Ben Reilly | Harry Osborn | Scarlet Spider (Kaine) | Screwball | Spider-Man, | letterer:Joe Caramagna | penciller:Marco Checchetto | penciller:Rick Magyar | penciller:Luke Ross | colorist:Fabio D'Auria | penciller (cover):Adi Granov | writer:Marc Guggenheim | editor:Stephen Wacker,, | onsaleDate:2009-10-21T00:00:00-0400 | focDate:2009-10-01T00:00:00-0400 | unlimitedDate:2013-07-22T10:01:52-0400 | digitalPurchaseDate:2011-02-16T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,10
 
