37883,Widow Maker (2010) #2,2,16050,121,"Who is hunting Marvel's super spies? Espionage agents around the world are being assassinated, their covers blown, and governments' intelligence & security capabilities devastated! Let the game begin as Marvel's spy community collides with its superhuman agents! ",, | artist:Manuel Garcia | artist:Jae Lee | writer:Duane Swierczynski,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-12-11T00:00:00-0500 | unlimitedDate:2013-04-08T09:58:34-0400 | digitalPurchaseDate:2012-08-14T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,12
 
