23067,Incredible Hercules (2008) #113,113,73475,18,Hercules and Amadeus Cho are on the run! Witness as Cho's master plan begins to unravel!,,,, | onsaleDate:2008-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-12-11T00:00:00-0500 | digitalPurchaseDate:2010-10-12T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2008,1

