50931,Nova Special (2014) #1,1,26743,83,"CONCLUSION TO THE UNCANNY X-MEN/IRON MAN/NOVA CROSSOVER - ""NO END IN SIGHT"" - Nova gets tied up into an adventure with the Uncanny X-Men and Iron Man that takes him half-way across the galaxy. - See three of the best books at Marvel collide! ",, | penciller (cover):Gary Choo | writer:Sean Ryan,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
