27643,Dark X-Men: The Beginning (2009) #3,3,54839,33,"The conclusion to the anthology that illustrates the conception of the Dark X-Men. If you're reading UTOPIA and think you know the whole story, think again.  In this issue, Emma Frost convinces Namor to join the team. And learn where Professor X fits into UTOPIA.  Also, witness the first Marvel Comic with art by JOCK (Losers, Green Arrow: Year One)! Rated T  ...$3.99", | X-Men, | inker:Jock | inker:Paul Davidson | inker:Leonard Kirk | writer:Jason Aaron | writer:Paul Cornell | writer:Simon Spurrier | colorist:Rainier Beredo | colorist:June Chung | colorist:Brian Reber | colorist:Dave Stewart | penciller:Jae Lee | letterer:Robert Steen, | Dark Reign, | onsaleDate:2009-08-26T00:00:00-0400 | focDate:2009-08-06T00:00:00-0400 | unlimitedDate:2015-05-13T12:40:37-0400 | digitalPurchaseDate:2010-12-21T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,8

