22876,Wolverine (2003) #70,70,4696,243,"""OLD MAN LOGAN"" Part 5 (of 8) 50 years ago the heroes of the Marvel Universe were massacred. During that battle, something so traumatic happened to Logan that he hasn't popped his claws since. Finally, the darkest chapter in his history can be told! ", | Iron Man | Wolverine,,, | onsaleDate:2008-12-31T00:00:00-0500 | focDate:2008-12-11T00:00:00-0500 | unlimitedDate:2011-04-06T09:47:40-0400 | digitalPurchaseDate:2010-07-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,5
 
