26039,New Avengers (2004) #60,60,72790,7,"Is this the end of Luke Cage? Has the DARK REIGN hammered the last nail in the Avengers' coffin? ",, | writer:Brian Michael Bendis | inker:Wade von Grawbadger | penciller:Stuart Immonen | colorist:Dave McCaig,, | onsaleDate:2009-12-23T00:00:00-0500 | focDate:2009-12-03T00:00:00-0500 | unlimitedDate:2015-10-19T00:00:00-0400, | printPrice:3.99,2009,12
 
