20071,Elektra (2001) #27,27,23888,87,, | Elektra, | editor:Axel Alonso | editor:John Miesegaes | penciler:Sean Chen | penciler:Mike Mayhew | inker:Sandu Florea | colorist:Ian Hannin | writer:Rob Rodi | letterer:Dave Sharpe,, | onsaleDate:2003-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-05-17T00:00:00-0400, | printPrice:0 ,2003,9

