34998,Captain America: Man Out of Time (2010) #4,4,11726,146,"In order to maintain his Captain America identity, Steve Rogers must convince the world that he's the real deal and not some kid who's adopted the name and costume--and to do that, he'll need the help of the entire Marvel Universe",,,, | onsaleDate:2011-02-16T00:00:00-0500 | focDate:2011-02-03T00:00:00-0500, | printPrice:3.99,2011,2
 36371,Captain America: Man Out of Time (2010) #4,4,11726,146,"In order to maintain his Captain America identity, Steve Rogers must convince the world that he's the real deal and not some kid who's adopted the name and costume--and to do that, he'll need the help of the entire Marvel Universe Rated A ...$3.99 ",, | penciller:Bryan Hitch | other:JORGE CARLOS MOLINA MANZANERO | writer:Mark Waid,, | onsaleDate:2011-02-16T00:00:00-0500 | focDate:2011-02-03T00:00:00-0500 | unlimitedDate:2012-01-31T00:00:00-0500 | digitalPurchaseDate:2011-03-15T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
