15850,Ghost Rider (2006) #12,12,63836,30,"APOCALYPSE SOON PART 1 Johnny Blaze has-against the will of the Ghost Rider bonded to his soul-decided to try to help the people of New York City against the unstoppable juggernaut that is The Hulk...by attacking The Hulk, head-on! ", | Ghost Rider (Johnny Blaze) | Hulk, | colorist:Dan Brown | letterer:Joe Caramagna | penciller (cover):Gabriele Dell'Otto | inker:Scott Hanna | penciller:Javier Saltares | writer:Daniel Way, | World War Hulk, | onsaleDate:2007-06-20T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-05-15T00:00:00-0400 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,6
 
