16495,Super-Villain Team-Up/Modok's 11 (2007) #4,4,13291,167,"After barely making it out of the Infinicide's fortress alive, the surviving members of M.O.D.O.K.'s team deal with the fallout of their failure. Now they must track down the Mandarin's son and steal back their ultimate prize. ",, | colorist:Guru-eFX | penciller (cover):Marko Djurdjevic | inker:Terry Pallot | letterer:Nate Piekos | penciller:Francis Portela | writer:Fred Van Lente,, | onsaleDate:2007-10-03T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-06-04T00:00:00-0400 | digitalPurchaseDate:2012-09-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,10
 
