20988,Ms. Marvel (2006) #26,26,42269,50,"With S.H.I.E.L.D. convinced she's a Skrull impostor, Ms. Marvel must fight for her identity and her life against her very own Lightning Strike Force! But when the Force has a Ms. Marvel of their own, even Carol can't be sure she's Carol anymore! ", | Captain Marvel (Carol Danvers), | inker:Mariah Benes | penciller (cover):Greg Horn | artist:Adriana Melo | writer:Brian Reed | letterer:Dave Sharpe | colorist:Chris Sotomayor,, | onsaleDate:2008-04-23T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-03-24T00:00:00-0400 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,4
 
