8513,Deadpool (1997) #56,56,26142,88,"Deadpool must not only contend with the villainous Street Speeder, but also with a jealous girlfriend! When Siryn comes calling on Deadpool, Copycat takes matters into her own hands! ", | Banshee (Theresa Rourke) | Deadpool, | colorist:Tom Chu | penciller:Karl Kerschl | editor:Mike Marts | editor:Joe Quesada | editor:Mike Raicht | writer:Buddy Scalera,, | onsaleDate:2001-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-07-26T14:29:49-0400 | digitalPurchaseDate:2013-03-26T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2001,7
 
