29619,Weapon X Noir One-Shot (2010) #1,1,11119,148,"The Noir versions of Nightcrawler and Mimic must team up to prove Nightcrawler's innocence! ",, | writer:Dennis Calero | penciller:C.P. Smith,, | onsaleDate:2010-05-26T00:00:00-0400 | focDate:2010-05-06T00:00:00-0400 | unlimitedDate:2011-01-31T00:00:00-0500, | printPrice:3.99,2010,5
 
