30625,Uncanny X-Men (1963) #528,528,62415,13,"THE FIVE LIGHTS PART 3 Idie Okonkwo is to be executed for the crime of witchcraft. But could her magic abilities actually be mutant powers? ",, | penciller:Terry Dodson | penciller:WHILCE PORTACIO | writer:Matt Fraction,, | onsaleDate:2010-09-22T00:00:00-0400 | focDate:2010-09-02T00:00:00-0400 | unlimitedDate:2011-08-31T00:00:00-0400 | digitalPurchaseDate:2012-02-14T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,9
 
